date,district,domestic_tourists,foreign_tourists,total_tourists,hotel_revenue,bar_revenue,boating_revenue,total_revenue,hotel_room_keys,hotel_class,growth_rate_domestic,growth_rate_foreign,growth_rate_total,top_district_rank,data_source,crimes_reported
01-02-2020,Chittoor,78230,7948,86178,1814718,730707,51861,2597285,1200,4 Star,0.027,0.061,0.044,6,fabricated_data,69
01-02-2020,Kakinada,54369,3484,57853,1510322,375789,16627,1902738,1000,4 Star,0.062,0.067,0.065,1,fabricated_data,74
01-02-2020,Nandyal,39870,2671,42541,923570,267565,10091,1201226,1500,3 Star,0.045,0.016,0.03,6,fabricated_data,60
01-02-2020,Krishna,75142,6589,81731,1772918,406321,24863,2204101,500,3 Star,0.053,0.043,0.048,9,fabricated_data,41
01-03-2020,Tirupati,109578,7727,117305,2484417,778832,26099,3289347,500,4 Star,0.057,0.03,0.043,8,fabricated_data,77
01-03-2020,NTR,72408,6243,78651,2031598,660813,40410,2732820,1500,5 Star,0.076,0.029,0.052,7,fabricated_data,55
01-03-2020,Guntur,54450,5103,59553,1590360,535902,26343,2152605,500,4 Star,0.096,0.057,0.076,4,fabricated_data,72
01-03-2020,Visakhapatnam,129744,15187,144931,3411519,815385,94208,4321113,500,4 Star,0.073,0.034,0.053,8,fabricated_data,60
01-03-2020,Alluri Seetarama Raju,51774,4030,55804,1407270,409391,27368,1844029,700,5 Star,0.028,0.022,0.025,9,fabricated_data,62
01-03-2020,Srikakulam,48528,3209,51737,1217255,483298,13043,1713596,700,4 Star,0.027,0.039,0.033,1,fabricated_data,64
01-03-2020,Chittoor,87850,6533,94383,2194659,583996,31113,2809768,700,3 Star,0.075,0.072,0.073,2,fabricated_data,73
01-03-2020,Kakinada,50157,3908,54065,1168194,329679,19729,1517601,500,4 Star,0.037,0.024,0.03,7,fabricated_data,49
01-03-2020,Nandyal,37593,2443,40036,896801,360031,14775,1271607,700,5 Star,0.031,0.034,0.033,8,fabricated_data,51
01-03-2020,Krishna,69853,7372,77225,1932727,442968,39538,2415233,1000,4 Star,0.091,0.046,0.069,6,fabricated_data,58
01-04-2020,Tirupati,121264,8490,129754,2578240,927387,34601,3540227,1000,5 Star,0.036,0.02,0.028,2,fabricated_data,99
01-04-2020,NTR,83734,6257,89991,2136630,770812,43720,2951162,500,4 Star,0.046,0.073,0.059,7,fabricated_data,33
01-04-2020,Guntur,75185,5514,80699,2018869,745045,31785,2795698,500,5 Star,0.041,0.067,0.054,2,fabricated_data,72
01-04-2020,Visakhapatnam,139870,16711,156581,4121407,1207290,64817,5393515,1000,4 Star,0.084,0.048,0.066,2,fabricated_data,67
01-04-2020,Alluri Seetarama Raju,61464,4857,66321,1690023,530915,26808,2247746,1500,5 Star,0.052,0.078,0.065,8,fabricated_data,43
01-04-2020,Srikakulam,53917,3963,57880,1166589,344248,12932,1523769,500,3 Star,0.097,0.019,0.058,8,fabricated_data,50
01-04-2020,Chittoor,89188,8461,97649,2642603,716931,58665,3418199,1000,3 Star,0.027,0.067,0.047,4,fabricated_data,57
01-04-2020,Kakinada,63087,4009,67096,1844139,380617,26044,2250801,700,5 Star,0.027,0.07,0.049,2,fabricated_data,40
01-04-2020,Nandyal,48356,3213,51569,1270464,355827,21974,1648265,1500,3 Star,0.1,0.012,0.056,3,fabricated_data,34
01-04-2020,Krishna,87470,8638,96108,1952859,487866,37182,2477907,700,5 Star,0.094,0.071,0.082,7,fabricated_data,65
01-05-2020,Tirupati,122961,10955,133916,3146514,821622,55609,4023745,500,3 Star,0.076,0.057,0.067,6,fabricated_data,78
01-05-2020,NTR,83026,6841,89867,2093775,658253,20755,2772783,700,3 Star,0.077,0.036,0.056,7,fabricated_data,30
01-05-2020,Guntur,68878,6686,75564,1786453,553732,30846,2371031,1500,4 Star,0.076,0.049,0.062,5,fabricated_data,47
01-05-2020,Visakhapatnam,151128,18268,169396,3706192,883662,101338,4691192,1200,3 Star,0.05,0.05,0.05,9,fabricated_data,63
01-05-2020,Alluri Seetarama Raju,64951,5338,70289,1624957,466883,23267,2115107,1500,3 Star,0.043,0.027,0.035,9,fabricated_data,52
01-05-2020,Srikakulam,51857,3474,55331,1480206,453489,14206,1947901,1200,3 Star,0.092,0.041,0.067,5,fabricated_data,59
01-05-2020,Chittoor,93427,9173,102600,2357431,521672,32255,2911357,1200,5 Star,0.036,0.016,0.026,9,fabricated_data,42
01-05-2020,Kakinada,59879,3698,63577,1633795,359175,16586,2009556,700,5 Star,0.044,0.047,0.045,6,fabricated_data,54
01-05-2020,Nandyal,48391,3286,51677,1050897,437414,18965,1507276,700,4 Star,0.076,0.039,0.057,4,fabricated_data,57
01-05-2020,Krishna,97736,8848,106584,2022455,711720,48122,2782298,1500,3 Star,0.053,0.057,0.055,3,fabricated_data,60
01-06-2020,Tirupati,124738,8420,133158,3115368,787770,49657,3952796,500,4 Star,0.054,0.024,0.039,2,fabricated_data,83
01-06-2020,NTR,78595,6637,85232,1900402,491687,28421,2420511,700,3 Star,0.044,0.05,0.047,1,fabricated_data,70
01-06-2020,Guntur,70388,6532,76920,1622976,377577,43964,2044517,1200,4 Star,0.083,0.03,0.057,8,fabricated_data,70
01-06-2020,Visakhapatnam,136694,15641,152335,2913919,1270396,86575,4270890,700,4 Star,0.062,0.056,0.059,1,fabricated_data,67
01-06-2020,Alluri Seetarama Raju,54211,4824,59035,1371307,379716,20211,1771233,1500,5 Star,0.037,0.066,0.052,10,fabricated_data,40
01-06-2020,Srikakulam,55912,3927,59839,1432397,486681,22178,1941255,1500,4 Star,0.051,0.031,0.041,8,fabricated_data,67
01-06-2020,Chittoor,93675,7902,101577,2303792,851489,53099,3208380,1500,5 Star,0.073,0.073,0.073,4,fabricated_data,54
01-06-2020,Kakinada,65190,3845,69035,1388841,330050,13903,1732794,1500,3 Star,0.091,0.072,0.081,6,fabricated_data,51
01-06-2020,Nandyal,48922,2630,51552,1143483,266552,18005,1428040,1200,4 Star,0.021,0.039,0.03,8,fabricated_data,38
01-06-2020,Krishna,91136,8838,99974,1826211,564189,59690,2450090,500,4 Star,0.029,0.05,0.04,9,fabricated_data,72
01-07-2020,Tirupati,83797,7133,90930,2039525,732217,49924,2821666,1500,3 Star,0.029,0.046,0.037,7,fabricated_data,77
01-07-2020,NTR,50415,4727,55142,1430205,396341,33074,1859620,1200,3 Star,0.042,0.021,0.032,6,fabricated_data,33
01-07-2020,Guntur,52536,4052,56588,1344814,399304,22055,1766173,700,3 Star,0.09,0.055,0.072,6,fabricated_data,60
01-07-2020,Visakhapatnam,101890,10764,112654,2053106,668762,57615,2779483,700,3 Star,0.059,0.045,0.052,4,fabricated_data,43
01-07-2020,Alluri Seetarama Raju,39200,3467,42667,1152956,364929,18226,1536111,1500,4 Star,0.044,0.038,0.041,1,fabricated_data,64
01-07-2020,Srikakulam,34270,2223,36493,1027481,203551,7986,1239018,700,3 Star,0.066,0.054,0.06,3,fabricated_data,56
01-07-2020,Chittoor,67691,6134,73825,2002240,617433,32261,2651934,700,3 Star,0.028,0.014,0.021,4,fabricated_data,70
01-07-2020,Kakinada,44076,2425,46501,1117534,426600,13072,1557206,1200,4 Star,0.095,0.064,0.08,6,fabricated_data,40
01-07-2020,Nandyal,33991,1818,35809,752404,284860,8399,1045663,700,3 Star,0.051,0.033,0.042,10,fabricated_data,75
01-07-2020,Krishna,55878,4991,60869,1463513,323923,34299,1821735,1500,4 Star,0.033,0.018,0.026,10,fabricated_data,55
01-08-2020,Tirupati,77295,7047,84342,1785411,582615,32452,2400477,1200,4 Star,0.055,0.037,0.046,3,fabricated_data,94
01-08-2020,NTR,50617,4550,55167,1330194,322732,30204,1683130,700,4 Star,0.09,0.067,0.079,10,fabricated_data,56
01-08-2020,Guntur,46112,3871,49983,1005081,363840,26446,1395367,1000,3 Star,0.027,0.053,0.04,6,fabricated_data,46
01-08-2020,Visakhapatnam,91870,11921,103791,2003351,682424,69341,2755116,1500,3 Star,0.021,0.015,0.018,4,fabricated_data,53
01-08-2020,Alluri Seetarama Raju,43545,3614,47159,960982,295718,13002,1269702,700,5 Star,0.057,0.073,0.065,2,fabricated_data,71
01-08-2020,Srikakulam,37842,2388,40230,799085,211045,14820,1024951,700,4 Star,0.059,0.058,0.058,8,fabricated_data,31
01-08-2020,Chittoor,65835,5201,71036,1351163,405208,32286,1788656,1000,3 Star,0.059,0.039,0.049,5,fabricated_data,32
01-08-2020,Kakinada,47757,2924,50681,1136425,419082,16636,1572143,1200,4 Star,0.053,0.075,0.064,5,fabricated_data,72
01-08-2020,Nandyal,34418,2029,36447,914204,237869,8374,1160447,700,4 Star,0.072,0.046,0.059,10,fabricated_data,36
01-08-2020,Krishna,65371,5161,70532,1514815,577325,25763,2117903,1500,4 Star,0.067,0.048,0.058,4,fabricated_data,33
01-09-2020,Tirupati,95807,8917,104724,2056991,819578,61469,2938038,700,3 Star,0.058,0.041,0.05,3,fabricated_data,86
01-09-2020,NTR,75425,6254,81679,1820491,487552,28145,2336189,500,5 Star,0.046,0.078,0.062,2,fabricated_data,44
01-09-2020,Guntur,55517,5513,61030,1311412,460921,26921,1799255,1200,4 Star,0.068,0.014,0.041,8,fabricated_data,72
01-09-2020,Visakhapatnam,115020,13503,128523,2736333,778441,47664,3562437,1000,4 Star,0.061,0.06,0.06,9,fabricated_data,71
01-09-2020,Alluri Seetarama Raju,53425,3763,57188,1297933,392862,13658,1704453,1500,3 Star,0.039,0.027,0.033,6,fabricated_data,37
01-09-2020,Srikakulam,48566,2914,51480,1192599,414209,18310,1625118,500,5 Star,0.073,0.037,0.055,5,fabricated_data,68
01-09-2020,Chittoor,77610,6741,84351,1966292,388144,26728,2381163,1200,3 Star,0.04,0.066,0.053,7,fabricated_data,60
01-09-2020,Kakinada,57300,2997,60297,1166872,545078,9870,1721820,1200,3 Star,0.064,0.067,0.066,3,fabricated_data,69
01-09-2020,Nandyal,40830,2495,43325,832960,405099,11312,1249372,1200,5 Star,0.073,0.03,0.051,4,fabricated_data,61
01-09-2020,Krishna,74313,7208,81521,2167681,741944,26055,2935680,1200,3 Star,0.083,0.038,0.06,9,fabricated_data,37
01-10-2020,Tirupati,108652,7719,116371,2965680,554310,29492,3549482,500,5 Star,0.09,0.047,0.069,3,fabricated_data,86
01-10-2020,NTR,66819,5934,72753,1929624,486150,30997,2446771,700,4 Star,0.057,0.011,0.034,8,fabricated_data,52
01-10-2020,Guntur,58053,4832,62885,1301719,558613,24580,1884912,1200,5 Star,0.07,0.015,0.043,10,fabricated_data,70
01-10-2020,Visakhapatnam,109398,16895,126293,3144555,859372,51293,4055220,1200,5 Star,0.057,0.031,0.044,3,fabricated_data,30
01-10-2020,Alluri Seetarama Raju,51539,4142,55681,1190472,279804,13933,1484208,1200,3 Star,0.03,0.035,0.033,5,fabricated_data,71
01-10-2020,Srikakulam,40892,2762,43654,1181676,206334,10511,1398521,1200,5 Star,0.069,0.028,0.049,7,fabricated_data,31
01-10-2020,Chittoor,75915,7801,83716,1834041,652996,52057,2539094,700,5 Star,0.035,0.046,0.041,8,fabricated_data,45
01-10-2020,Kakinada,53095,2986,56081,1434102,295545,18189,1747837,1200,4 Star,0.09,0.039,0.065,1,fabricated_data,33
01-10-2020,Nandyal,38225,2368,40593,1125773,245150,11469,1382392,700,5 Star,0.089,0.054,0.071,7,fabricated_data,66
01-10-2020,Krishna,79113,6804,85917,1955407,621681,21675,2598763,500,5 Star,0.07,0.072,0.071,5,fabricated_data,60
01-11-2020,Tirupati,137019,9164,146183,4059003,1294981,37402,5391386,1000,5 Star,0.045,0.061,0.053,9,fabricated_data,89
01-11-2020,NTR,95183,7591,102774,2502570,808729,44366,3355664,1000,3 Star,0.089,0.042,0.066,10,fabricated_data,42
01-11-2020,Guntur,77735,7254,84989,1848808,680075,24571,2553454,700,3 Star,0.099,0.064,0.082,4,fabricated_data,55
01-11-2020,Visakhapatnam,147689,18970,166659,4105878,1307952,74218,5488049,1000,5 Star,0.034,0.02,0.027,6,fabricated_data,60
01-11-2020,Alluri Seetarama Raju,65778,5178,70956,1647695,386910,32367,2066972,1200,3 Star,0.038,0.043,0.04,6,fabricated_data,77
01-11-2020,Srikakulam,56967,3473,60440,1434657,316910,23394,1774961,1500,5 Star,0.055,0.063,0.059,4,fabricated_data,69
01-11-2020,Chittoor,103091,8201,111292,2337289,777880,29440,3144609,1200,5 Star,0.065,0.06,0.062,4,fabricated_data,30
01-11-2020,Kakinada,72195,5196,77391,1760608,556175,35706,2352490,1200,3 Star,0.089,0.018,0.053,8,fabricated_data,51
01-11-2020,Nandyal,46896,3193,50089,959525,362008,13903,1335436,1200,3 Star,0.069,0.071,0.07,10,fabricated_data,67
01-11-2020,Krishna,106628,9158,115786,2156497,852963,52948,3062409,1500,4 Star,0.024,0.044,0.034,10,fabricated_data,38
01-12-2020,Tirupati,125383,10213,135596,3552363,1209575,56311,4818249,1000,4 Star,0.04,0.079,0.059,10,fabricated_data,93
01-12-2020,NTR,89989,7229,97218,1971131,751387,21699,2744217,1500,5 Star,0.024,0.041,0.033,10,fabricated_data,46
01-12-2020,Guntur,85237,6776,92013,1724714,609520,44044,2378277,1500,3 Star,0.081,0.052,0.067,6,fabricated_data,32
01-12-2020,Visakhapatnam,143662,21728,165390,3631051,1310799,139634,5081484,500,5 Star,0.064,0.034,0.049,8,fabricated_data,33
01-12-2020,Alluri Seetarama Raju,59879,5188,65067,1293814,592283,18854,1904950,1200,5 Star,0.049,0.055,0.052,8,fabricated_data,61
01-12-2020,Srikakulam,56077,3752,59829,1497239,300567,15108,1812915,1000,3 Star,0.058,0.038,0.048,5,fabricated_data,78
01-12-2020,Chittoor,104553,8562,113115,2470152,557479,59569,3087200,700,3 Star,0.046,0.071,0.058,1,fabricated_data,60
01-12-2020,Kakinada,70108,4151,74259,1972423,610932,23438,2606793,1000,4 Star,0.066,0.049,0.058,3,fabricated_data,55
01-12-2020,Nandyal,50464,2990,53454,1034401,320068,16795,1371264,1000,4 Star,0.076,0.044,0.06,3,fabricated_data,52
01-12-2020,Krishna,96930,8973,105903,2850362,644256,28434,3523052,1200,3 Star,0.033,0.063,0.048,10,fabricated_data,38
01-01-2021,Tirupati,135634,11042,146676,3030334,861028,62046,3953407,1000,3 Star,0.036,0.061,0.049,5,fabricated_data,94
01-01-2021,NTR,92440,7072,99512,2681599,773809,39130,3494538,1000,4 Star,0.068,0.018,0.043,7,fabricated_data,38
01-01-2021,Guntur,75859,6014,81873,2035627,638686,30114,2704427,700,3 Star,0.065,0.058,0.061,1,fabricated_data,74
01-01-2021,Visakhapatnam,141155,18614,159769,3841957,762300,69480,4673738,1200,3 Star,0.025,0.021,0.023,10,fabricated_data,64
01-01-2021,Alluri Seetarama Raju,61748,4522,66270,1661401,485465,20883,2167749,1500,5 Star,0.037,0.057,0.047,10,fabricated_data,46
01-01-2021,Srikakulam,53482,3419,56901,1301633,362553,17316,1681502,1000,3 Star,0.075,0.07,0.073,3,fabricated_data,39
01-01-2021,Chittoor,95386,9684,105070,2094900,806048,44174,2945121,1500,5 Star,0.064,0.047,0.056,3,fabricated_data,32
01-01-2021,Kakinada,77046,4827,81873,1707436,455883,22815,2186135,1000,3 Star,0.092,0.025,0.058,9,fabricated_data,43
01-01-2021,Nandyal,48125,3385,51510,998663,272917,18885,1290465,1000,5 Star,0.065,0.028,0.046,5,fabricated_data,71
01-01-2021,Krishna,91554,9445,100999,2250992,767670,47121,3065783,1500,5 Star,0.043,0.079,0.061,4,fabricated_data,41
01-02-2021,Tirupati,95141,7950,103091,2252252,910411,35562,3198225,500,3 Star,0.089,0.068,0.079,3,fabricated_data,98
01-02-2021,NTR,67678,6572,74250,1379524,633059,33195,2045778,500,3 Star,0.088,0.02,0.054,9,fabricated_data,73
01-02-2021,Guntur,59360,4764,64124,1269263,427233,23750,1720246,1500,3 Star,0.09,0.067,0.079,8,fabricated_data,59
01-02-2021,Visakhapatnam,127379,13242,140621,3053646,851432,69890,3974968,700,3 Star,0.026,0.07,0.048,8,fabricated_data,50
01-02-2021,Alluri Seetarama Raju,50063,4565,54628,1139554,448662,17808,1606024,500,5 Star,0.046,0.052,0.049,1,fabricated_data,39
01-02-2021,Srikakulam,42519,2994,45513,1259244,376217,14830,1650291,1200,4 Star,0.039,0.065,0.052,3,fabricated_data,46
01-02-2021,Chittoor,83538,7331,90869,2471983,806597,45141,3323721,700,3 Star,0.042,0.069,0.056,2,fabricated_data,42
01-02-2021,Kakinada,50431,3100,53531,1121879,378282,19721,1519883,1500,5 Star,0.036,0.068,0.052,5,fabricated_data,49
01-02-2021,Nandyal,37534,2170,39704,972474,373316,7958,1353749,500,3 Star,0.04,0.068,0.054,3,fabricated_data,35
01-02-2021,Krishna,76090,6501,82591,2172818,582353,26140,2781311,500,3 Star,0.063,0.026,0.044,10,fabricated_data,71
01-03-2021,Tirupati,90571,8314,98885,2128043,585393,37998,2751433,1000,3 Star,0.086,0.013,0.049,3,fabricated_data,108
01-03-2021,NTR,71712,6372,78084,1647970,506321,24820,2179111,1200,3 Star,0.059,0.054,0.056,1,fabricated_data,63
01-03-2021,Guntur,58732,4251,62983,1245212,450637,24233,1720082,700,3 Star,0.062,0.015,0.038,6,fabricated_data,77
01-03-2021,Visakhapatnam,109148,16575,125723,3271801,1029780,103457,4405038,1000,4 Star,0.1,0.03,0.065,8,fabricated_data,38
01-03-2021,Alluri Seetarama Raju,52865,3775,56640,1540720,486525,24124,2051369,500,5 Star,0.068,0.031,0.05,9,fabricated_data,72
01-03-2021,Srikakulam,44755,2585,47340,1180880,235097,17333,1433310,1000,3 Star,0.035,0.057,0.046,9,fabricated_data,66
01-03-2021,Chittoor,77556,7380,84936,1840308,444228,34128,2318665,1500,5 Star,0.066,0.013,0.04,8,fabricated_data,46
01-03-2021,Kakinada,60319,3675,63994,1232828,400103,20188,1653118,1000,4 Star,0.092,0.078,0.085,9,fabricated_data,51
01-03-2021,Nandyal,38101,2248,40349,1024591,288533,8544,1321668,500,4 Star,0.082,0.011,0.046,6,fabricated_data,58
01-03-2021,Krishna,79678,7100,86778,1744831,442281,41785,2228897,500,5 Star,0.088,0.061,0.074,5,fabricated_data,44
01-04-2021,Tirupati,115598,10093,125691,2348311,997898,64021,3410230,1500,5 Star,0.081,0.022,0.052,8,fabricated_data,95
01-04-2021,NTR,84296,7368,91664,2317563,828078,24272,3169913,1000,5 Star,0.062,0.053,0.057,8,fabricated_data,66
01-04-2021,Guntur,71989,5590,77579,1561727,583406,32847,2177979,1500,4 Star,0.079,0.02,0.05,3,fabricated_data,59
01-04-2021,Visakhapatnam,156556,18961,175517,3779935,1322534,82972,5185440,1200,3 Star,0.1,0.063,0.082,7,fabricated_data,47
01-04-2021,Alluri Seetarama Raju,54589,4124,58713,1394302,480938,21237,1896477,500,3 Star,0.046,0.041,0.043,6,fabricated_data,59
01-04-2021,Srikakulam,49197,3216,52413,1325986,280950,17878,1624814,1000,4 Star,0.053,0.022,0.037,6,fabricated_data,58
01-04-2021,Chittoor,104224,7278,111502,2523841,889831,35304,3448975,1200,4 Star,0.031,0.01,0.021,10,fabricated_data,47
01-04-2021,Kakinada,70944,4280,75224,1785266,612594,22767,2420627,1200,3 Star,0.031,0.066,0.049,3,fabricated_data,53
01-04-2021,Nandyal,48954,2704,51658,1342141,318847,15276,1676265,500,3 Star,0.085,0.072,0.079,6,fabricated_data,42
01-04-2021,Krishna,94470,7243,101713,2722358,893601,27420,3643380,1500,5 Star,0.095,0.071,0.083,7,fabricated_data,61
01-05-2021,Tirupati,114780,9248,124028,2413762,986547,46384,3446693,1500,4 Star,0.04,0.033,0.037,10,fabricated_data,86
01-05-2021,NTR,88191,7482,95673,2424899,633806,50358,3109063,1200,3 Star,0.071,0.03,0.05,7,fabricated_data,54
01-05-2021,Guntur,69723,6763,76486,1411466,551308,35139,1997913,1200,3 Star,0.054,0.056,0.055,4,fabricated_data,40
01-05-2021,Visakhapatnam,133830,19921,153751,3587872,793999,81227,4463097,1500,3 Star,0.074,0.032,0.053,5,fabricated_data,35
01-05-2021,Alluri Seetarama Raju,62633,5310,67943,1413597,319713,20668,1753978,500,5 Star,0.028,0.04,0.034,8,fabricated_data,48
01-05-2021,Srikakulam,54935,3734,58669,1457585,294003,20627,1772215,700,3 Star,0.063,0.06,0.061,6,fabricated_data,52
01-05-2021,Chittoor,102849,9519,112368,2402497,802579,32176,3237253,1200,4 Star,0.085,0.013,0.049,5,fabricated_data,37
01-05-2021,Kakinada,65414,4333,69747,1760856,452360,28062,2241279,1000,4 Star,0.078,0.019,0.049,8,fabricated_data,71
01-05-2021,Nandyal,49099,3298,52397,1224535,274577,10074,1509185,700,3 Star,0.04,0.069,0.055,3,fabricated_data,54
01-05-2021,Krishna,88580,7590,96170,1976529,503299,28741,2508569,700,5 Star,0.036,0.011,0.024,9,fabricated_data,45
01-06-2021,Tirupati,131355,8717,140072,3081363,891796,26446,3999605,1000,5 Star,0.095,0.072,0.083,2,fabricated_data,106
01-06-2021,NTR,75859,7061,82920,1687312,526701,32932,2246945,700,5 Star,0.028,0.046,0.037,3,fabricated_data,35
01-06-2021,Guntur,76646,5478,82124,1834969,504562,25202,2364733,500,3 Star,0.042,0.015,0.029,6,fabricated_data,54
01-06-2021,Visakhapatnam,155419,20606,176025,3728672,1099931,95444,4924046,500,5 Star,0.083,0.063,0.073,1,fabricated_data,79
01-06-2021,Alluri Seetarama Raju,55564,5226,60790,1330633,414568,34087,1779288,1000,5 Star,0.055,0.058,0.057,1,fabricated_data,42
01-06-2021,Srikakulam,55950,3190,59140,1182650,394716,17836,1595202,1200,5 Star,0.034,0.016,0.025,3,fabricated_data,45
01-06-2021,Chittoor,98562,7406,105968,2590746,539647,25031,3155423,1200,3 Star,0.046,0.078,0.062,6,fabricated_data,52
01-06-2021,Kakinada,60893,4012,64905,1825708,575086,12812,2413606,700,4 Star,0.092,0.021,0.057,1,fabricated_data,75
01-06-2021,Nandyal,52500,3442,55942,1464625,436669,15086,1916380,1000,5 Star,0.026,0.059,0.042,6,fabricated_data,74
01-06-2021,Krishna,90536,8196,98732,2563594,520723,25853,3110170,1200,3 Star,0.041,0.079,0.06,5,fabricated_data,31
01-07-2021,Tirupati,83013,6599,89612,2437109,512192,22025,2971326,1500,4 Star,0.022,0.013,0.017,7,fabricated_data,84
01-07-2021,NTR,60723,5170,65893,1658773,518933,19653,2197359,1500,5 Star,0.075,0.025,0.05,4,fabricated_data,54
01-07-2021,Guntur,46301,4406,50707,1063846,384244,15632,1463722,1500,5 Star,0.045,0.018,0.032,2,fabricated_data,61
01-07-2021,Visakhapatnam,91383,11252,102635,2472190,792947,47416,3312553,1000,3 Star,0.099,0.017,0.058,7,fabricated_data,48
01-07-2021,Alluri Seetarama Raju,42052,2967,45019,1132675,218610,18863,1370148,1200,3 Star,0.071,0.025,0.048,6,fabricated_data,50
01-07-2021,Srikakulam,34563,2618,37181,785272,297750,10013,1093036,1000,4 Star,0.053,0.026,0.04,2,fabricated_data,71
01-07-2021,Chittoor,60513,5641,66154,1698053,409515,31414,2138982,700,3 Star,0.029,0.066,0.048,3,fabricated_data,43
01-07-2021,Kakinada,47124,2671,49795,1401018,466465,10879,1878362,700,4 Star,0.076,0.042,0.059,5,fabricated_data,65
01-07-2021,Nandyal,28999,2222,31221,620188,163455,8227,791870,1200,5 Star,0.084,0.038,0.061,6,fabricated_data,39
01-07-2021,Krishna,61713,4931,66644,1765037,346404,23343,2134784,1000,3 Star,0.097,0.011,0.054,7,fabricated_data,46
01-08-2021,Tirupati,79185,6535,85720,1928621,560173,38758,2527553,1500,5 Star,0.087,0.027,0.057,2,fabricated_data,101
01-08-2021,NTR,56368,5420,61788,1663669,383715,33120,2080505,700,3 Star,0.075,0.056,0.066,1,fabricated_data,50
01-08-2021,Guntur,51363,3675,55038,1150382,352506,14411,1517298,1500,4 Star,0.031,0.032,0.032,3,fabricated_data,34
01-08-2021,Visakhapatnam,90068,11786,101854,2328039,817920,81949,3227907,500,5 Star,0.084,0.052,0.068,3,fabricated_data,51
01-08-2021,Alluri Seetarama Raju,37579,3321,40900,1008911,211465,20411,1240786,700,3 Star,0.059,0.033,0.046,2,fabricated_data,66
01-08-2021,Srikakulam,34143,2163,36306,863761,220220,11930,1095912,1000,5 Star,0.072,0.03,0.051,10,fabricated_data,71
01-08-2021,Chittoor,58013,5633,63646,1489268,452835,27608,1969712,1200,4 Star,0.025,0.038,0.032,9,fabricated_data,64
01-08-2021,Kakinada,43156,3115,46271,1042430,302691,9796,1354918,500,3 Star,0.022,0.031,0.026,8,fabricated_data,69
01-08-2021,Nandyal,31141,1844,32985,832150,186341,12138,1030630,1000,5 Star,0.077,0.037,0.057,5,fabricated_data,54
01-08-2021,Krishna,59896,5546,65442,1759590,326808,17071,2103468,1000,4 Star,0.055,0.024,0.04,4,fabricated_data,62
01-09-2021,Tirupati,93977,7376,101353,2499178,897352,51112,3447642,500,5 Star,0.031,0.014,0.022,7,fabricated_data,88
01-09-2021,NTR,63025,5502,68527,1475063,627410,28028,2130501,500,3 Star,0.047,0.033,0.04,6,fabricated_data,49
01-09-2021,Guntur,58020,4560,62580,1379598,381970,26034,1787602,1500,5 Star,0.075,0.01,0.042,1,fabricated_data,76
01-09-2021,Visakhapatnam,117054,15738,132792,2639670,659619,50899,3350188,700,5 Star,0.033,0.022,0.028,8,fabricated_data,76
01-09-2021,Alluri Seetarama Raju,53981,4277,58258,1277729,298549,24612,1600890,1200,3 Star,0.079,0.071,0.075,6,fabricated_data,38
01-09-2021,Srikakulam,42742,2857,45599,926758,338015,19718,1284491,1000,4 Star,0.02,0.032,0.026,7,fabricated_data,69
01-09-2021,Chittoor,81446,6153,87599,2075262,693406,37969,2806637,1200,4 Star,0.032,0.06,0.046,2,fabricated_data,63
01-09-2021,Kakinada,57534,3450,60984,1544402,391206,19566,1955174,1000,5 Star,0.051,0.065,0.058,2,fabricated_data,40
01-09-2021,Nandyal,37977,2872,40849,798800,224190,10110,1033100,1500,4 Star,0.035,0.063,0.049,3,fabricated_data,30
01-09-2021,Krishna,77356,6236,83592,2020148,655991,27251,2703390,1000,5 Star,0.031,0.072,0.051,4,fabricated_data,67
01-10-2021,Tirupati,100194,7813,108007,2402739,514219,33926,2950884,500,5 Star,0.09,0.033,0.061,2,fabricated_data,103
01-10-2021,NTR,64785,6725,71510,1731236,614657,32204,2378096,1200,4 Star,0.083,0.017,0.05,5,fabricated_data,68
01-10-2021,Guntur,64097,5176,69273,1694996,329567,32682,2057245,700,3 Star,0.061,0.027,0.044,5,fabricated_data,32
01-10-2021,Visakhapatnam,112827,13553,126380,2637611,800197,68228,3506036,700,5 Star,0.042,0.012,0.027,2,fabricated_data,77
01-10-2021,Alluri Seetarama Raju,54298,3857,58155,1128672,318152,12485,1459309,1200,5 Star,0.035,0.034,0.035,9,fabricated_data,52
01-10-2021,Srikakulam,41085,3292,44377,873443,390944,21256,1285643,1500,4 Star,0.03,0.05,0.04,4,fabricated_data,77
01-10-2021,Chittoor,79781,6921,86702,2221958,726636,36113,2984708,1000,5 Star,0.021,0.072,0.046,6,fabricated_data,31
01-10-2021,Kakinada,54646,3653,58299,1546500,286693,23415,1856608,500,4 Star,0.048,0.072,0.06,6,fabricated_data,56
01-10-2021,Nandyal,43997,2757,46754,1039108,222261,15176,1276545,1200,4 Star,0.072,0.078,0.075,1,fabricated_data,60
01-10-2021,Krishna,69196,5829,75025,1686330,483296,34823,2204449,1000,4 Star,0.051,0.022,0.036,8,fabricated_data,58
01-11-2021,Tirupati,128009,10446,138455,2778662,1064335,66960,3909958,1200,4 Star,0.098,0.033,0.066,9,fabricated_data,94
01-11-2021,NTR,99303,8424,107727,2948859,867041,31189,3847090,1000,4 Star,0.049,0.029,0.039,5,fabricated_data,54
